SK_ID_CURR,TARGET
100001,0.05657700356096029
100005,0.15076161921024323
100013,0.03048534505069256
100028,0.04271648311987519
100038,0.17441864870488644
100042,0.07837404031306505
100057,0.023800604045391083
100065,0.03450020030140877
100066,0.02863707533106208
100067,0.11091820523142815
100074,0.07110336888581514
100090,0.0839774003252387
100091,0.19964050129055977
100092,0.14456038363277912
100106,0.04849540255963802
100107,0.13109883666038513
100109,0.09196601621806622
100117,0.030598830431699753
100128,0.13781212829053402
100141,0.03782282117754221
100150,0.04986136872321367
100168,0.02155896881595254
100169,0.06964604184031487
100170,0.08380525652319193
100171,0.06708138529211283
100172,0.09966990351676941
100184,0.12759477831423283
100187,0.07749279215931892
100212,0.045403740368783474
100222,0.08787999022752047
100223,0.039818981662392616
100232,0.02414696803316474
100241,0.11029639095067978
100245,0.027893588412553072
100253,0.02592615084722638
100256,0.1252567656338215
100271,0.02272650832310319
100278,0.16994093544781208
100280,0.021415360271930695
100306,0.1563007216900587
100311,0.14799313247203827
100312,0.02426983881741762
100330,0.1166770700365305
100331,0.030139130540192127
100352,0.08072843495756388
100358,0.09922504983842373
100367,0.05957811139523983
100382,0.17779802344739437
100384,0.07464454602450132
100385,0.11670889146625996
100386,0.04167933017015457
100399,0.029327495489269495
100404,0.0547051141038537
100416,0.03413759684190154
100422,0.0650660851970315
100426,0.05982861761003733
100438,0.032262824941426516
100444,0.12343206815421581
100445,0.14316136576235294
100446,0.10655942186713219
100447,0.030470477417111397
100450,0.1301752682775259
100466,0.034516929648816586
100483,0.046390159986913204
100484,0.01769204717129469
100494,0.06951291393488646
100510,0.20980233699083328
100512,0.030718339141458273
100517,0.030755250249058008
100548,0.0419389083981514
100551,0.04737963527441025
100552,0.13251164369285107
100553,0.03433652454987168
100561,0.17564829252660275
100568,0.3700159713625908
100569,0.03745688637718558
100591,0.04895778652280569
100592,0.04037773562595248
100602,0.05871935561299324
100607,0.08216425031423569
100613,0.074953886680305
100617,0.10110022127628326
100618,0.0837773596867919
100622,0.07049751840531826
100625,0.13005161471664906
100677,0.15423121489584446
100699,0.045378439128398895
100702,0.44484592229127884
100711,0.07222866173833609
100729,0.09263925813138485
100740,0.1810367852449417
100744,0.130035063251853
100745,0.04865824244916439
100747,0.0912017310038209
100751,0.3027954511344433
100752,0.13125542923808098
100753,0.2125454619526863
100754,0.2786089703440666
100760,0.05128978844732046
100762,0.19180624186992645
100763,0.0705540282651782
100765,0.04031410999596119
100770,0.09123610705137253
100772,0.028988140169531107
100777,0.032875373493880033
100791,0.042138880118727684
100792,0.019238612381741405
100797,0.024386896286159754
100823,0.03253190126270056
100826,0.05554650817066431
100830,0.05544021911919117
100836,0.1822422258555889
100872,0.03526425966992974
100910,0.10960444621741772
100913,0.15747783705592155
100918,0.03591799596324563
100931,0.019747526617720723
100952,0.05342420097440481
100953,0.030582374893128872
100965,0.18856366723775864
100970,0.043816409073770046
100982,0.15678370743989944
100983,0.18156445398926735
100984,0.07770414743572474
100987,0.09932301379740238
100997,0.05617019813507795
100998,0.19499008357524872
101002,0.051889155991375446
101005,0.19984207302331924
101008,0.2353595830500126
101020,0.06363771762698889
101021,0.07426362484693527
101024,0.06948388926684856
101025,0.15411746501922607
101026,0.0803030552342534
101031,0.0433979076333344
101041,0.021696558920666575
101051,0.022976483451202512
101055,0.08132860530167818
101056,0.28454385325312614
101057,0.059337565675377846
101064,0.036745427176356316
101079,0.14784284867346287
101087,0.028703559655696154
101090,0.04834229778498411
101092,0.08351501822471619
101097,0.09992272406816483
101099,0.02711020363494754
101107,0.07423486281186342
101118,0.06650507170706987
101125,0.07877528760582209
101126,0.034526688512414694
101128,0.03154250746592879
101136,0.09544976055622101
101140,0.19628557935357094
101149,0.12537173926830292
101160,0.1377387996762991
101169,0.23304708302021027
101181,0.04793661925941706
101186,0.028627493884414434
101190,0.0761016458272934
101193,0.1429024338722229
101194,0.1330841388553381
101198,0.24558765441179276
101200,0.07123793940991163
101204,0.028541518840938807
101211,0.08218191098421812
