SK_ID_CURR,TARGET
100001,0.15094527016319095
100005,0.4626257592125343
100013,0.11211435756024107
100028,0.12048319859240342
100038,0.5270249876032062
100042,0.17269597819941002
100057,0.045151146427971925
100065,0.12176966226305433
100066,0.053000598541372734
100067,0.20920617568530558
100074,0.2199599821027649
100090,0.17411440259932948
100091,0.5921068936214733
100092,0.30593186655914983
100106,0.13470924863760597
100107,0.527969246587092
100109,0.15249084386133555
100117,0.08104597835811328
100128,0.45364835414807914
100141,0.18724857230741754
100150,0.15332784988336867
100168,0.05040986225322271
100169,0.13363955886819517
100170,0.6882075530577988
100171,0.31583881831741745
100172,0.278830831466677
100184,0.2720555512920433
100187,0.24947718632488647
100212,0.12632514691230834
100222,0.20077798007826697
100223,0.1277041484383944
100232,0.04512797712056396
100241,0.38709322528770496
100245,0.1106943514698575
100253,0.14454744664693947
100256,0.29894810469830435
100271,0.07645324503411655
100278,0.6244026687093545
100280,0.04709061739992419
100306,0.5332035897068217
100311,0.25082983879710363
100312,0.16720933849113945
100330,0.41827287175150235
100331,0.10065216434830132
100352,0.5021808964668253
100358,0.22510184582703474
100367,0.11094442670352735
100382,0.29299947310192487
100384,0.5163404981919681
100385,0.24426706899867756
100386,0.13183978020292417
100399,0.10629361070863208
100404,0.14132570565880329
100416,0.0984897188382386
100422,0.17576861569409638
100426,0.18490122459487432
100438,0.12120654477740289
100444,0.5427939787088336
100445,0.5247149251868177
100446,0.24688468812796469
100447,0.09104985903486262
100450,0.4810389115383158
100466,0.08210793247000395
100483,0.07486888881019152
100484,0.07996539838469599
100494,0.21421575031631418
100510,0.43931272545377553
100512,0.042921533327802186
100517,0.12071113813992194
100548,0.10975164159572369
100551,0.21747383838630102
100552,0.25522255105398917
100553,0.03912550290183939
100561,0.42249146421559647
100568,0.8206507554129345
100569,0.05587570117437449
100591,0.5204640306937229
100592,0.12151104599086435
100602,0.13706988428082167
100607,0.27046871919460536
100613,0.31126891940672313
100617,0.39032485445775933
100618,0.47939745718248933
100622,0.21121558945972746
100625,0.3286776822227947
100677,0.3315840079428996
100699,0.09844659726019592
100702,0.7570717056078643
100711,0.14732385830351688
100729,0.4115099091063549
100740,0.6431000444318064
100744,0.42821659224987235
100745,0.13081325069375643
100747,0.4342937423565054
100751,0.7706922199097361
100752,0.22706781508132917
100753,0.5130484793298226
100754,0.4655508577070392
100760,0.16293730228233932
100762,0.47883489347506525
100763,0.13610024866489645
100765,0.08887384131696026
100770,0.4138338285797275
100772,0.12708649639970665
100777,0.12248477662793472
100791,0.052615361465687356
100792,0.04644792639943569
100797,0.2420093810573899
100823,0.09191180605027335
100826,0.16413056268512546
100830,0.12189519187843798
100836,0.6050262335059147
100872,0.3396713440328921
100910,0.1774852918145267
100913,0.47173097957712584
100918,0.12242655782808405
100931,0.03185386109771164
100952,0.1467022212789821
100953,0.08255752028328442
100965,0.47691295737417444
100970,0.13440622135847652
100982,0.4874017360203876
100983,0.6768865140312783
100984,0.2868482566860772
100987,0.24970521218748495
100997,0.1725202697577946
100998,0.7249893468375725
101002,0.1673980411877286
101005,0.5457458618868849
101008,0.6835960666641915
101020,0.14638733792357417
101021,0.20693525431826817
101024,0.21470601356675212
101025,0.7142512571758496
101026,0.19490131483094103
101031,0.05230902365882778
101041,0.05568383044052081
101051,0.03175846574559791
101055,0.2639633841365904
101056,0.6044993584471963
101057,0.09905249685051983
101064,0.07440012179610067
101079,0.2775112264502661
101087,0.06627288390865818
